Site_ID,eNodeB_CI,quadkey20,Site_Sector,Site_Sector3_Type,geometry
UJT501,483501_35,483501_35,UJT501_3,UJT501_3_M,"POLYGON ((100.89321 2.02478, 100.892892 2.025098, 100.892937 2.025136, 100.892985 2.025169, 100.893038 2.025195, 100.893094 2.025214, 100.89321 2.02478))"
TAK570,480570_35,480570_35,TAK570_3,TAK570_3_M,"POLYGON ((101.63957 -0.72914, 101.639123 -0.729101, 101.639131 -0.729043, 101.639148 -0.728986, 101.639172 -0.728933, 101.639202 -0.728882, 101.63957 -0.72914))"
SWL503,951503_35,951503_35,SWL503_3,SWL503_3_M,"POLYGON ((100.72225 -0.69686, 100.722289 -0.697307, 100.72223 -0.697309, 100.722172 -0.697302, 100.722115 -0.697288, 100.72206 -0.697267, 100.72225 -0.69686))"
UJT074,483074_35,483074_35,UJT074_3,UJT074_3_M,"POLYGON ((100.82312 1.56543, 100.822862 1.565798, 100.822913 1.565828, 100.822966 1.565852, 100.823023 1.565869, 100.823081 1.565877, 100.82312 1.56543))"
SWL511,951511_35,951511_35,SWL511_3,SWL511_3_M,"POLYGON ((100.73794 -0.70721, 100.737493 -0.707171, 100.737501 -0.707113, 100.737518 -0.707056, 100.737542 -0.707003, 100.737572 -0.706952, 100.73794 -0.70721))"
MSJ016,682016_35,682016_35,MSJ016_3,MSJ016_3_M,"POLYGON ((101.72577 -1.1784, 101.725512 -1.178032, 101.725563 -1.178002, 101.725616 -1.177978, 101.725673 -1.177961, 101.725731 -1.177953, 101.72577 -1.1784))"
SWL156,951156_35,951156_35,SWL156_3,SWL156_3_M,"POLYGON ((100.76237 -0.57076, 100.762254 -0.571194, 100.762198 -0.571175, 100.762145 -0.571149, 100.762097 -0.571116, 100.762052 -0.571078, 100.76237 -0.57076))"
TAK010,50010_35,50010_35,TAK010_3,TAK010_3_M,"POLYGON ((101.68425 -0.37724, 101.683882 -0.376982, 101.683919 -0.376937, 101.683961 -0.376896, 101.684009 -0.376861, 101.68406 -0.376833, 101.68425 -0.37724))"
PJG017,489017_35,489017_35,PJG017_3,PJG017_3_M,"POLYGON ((101.47292 -0.85427, 101.472486 -0.854386, 101.472475 -0.854329, 101.472471 -0.85427, 101.472475 -0.854211, 101.472486 -0.854154, 101.47292 -0.85427))"
UJT272,483272_35,483272_35,UJT272_3,UJT272_3_M,"POLYGON ((100.9864 2.28357, 100.985966 2.283454, 100.985955 2.283511, 100.985951 2.28357, 100.985955 2.283629, 100.985966 2.283686, 100.9864 2.28357))"
SWL512,951512_35,951512_35,SWL512_3,SWL512_3_M,"POLYGON ((100.76064 -0.61315, 100.760233 -0.61296, 100.760261 -0.612909, 100.760296 -0.612861, 100.760337 -0.612819, 100.760382 -0.612782, 100.76064 -0.61315))"
TBH401,477401_35,477401_35,TBH401_3,TBH401_3_M,"POLYGON ((102.71112 -0.93921, 102.710686 -0.939094, 102.710705 -0.939038, 102.710731 -0.938985, 102.710764 -0.938937, 102.710802 -0.938892, 102.71112 -0.93921))"
TBH039,47039_35,47039_35,TBH039_3,TBH039_3_M,"POLYGON ((103.09368 -0.51272, 103.093273 -0.51253, 103.093301 -0.512479, 103.093336 -0.512431, 103.093377 -0.512389, 103.093422 -0.512352, 103.09368 -0.51272))"
PKR546,52546_35,52546_35,PKR546_3,PKR546_3_M,"POLYGON ((102.26627 -0.00367, 102.265823 -0.003709, 102.265821 -0.00365, 102.265828 -0.003592, 102.265842 -0.003535, 102.265863 -0.00348, 102.26627 -0.00367))"
SSI909,486909_35,486909_35,SSI909_3,SSI909_3_M,"POLYGON ((101.87063 0.69151, 101.870188 0.691432, 101.870181 0.69149, 101.870183 0.691549, 101.870191 0.691607, 101.870208 0.691664, 101.87063 0.69151))"
SLK041,75041_35,75041_35,SLK041_3,SLK041_3_M,"POLYGON ((101.44215 -1.37745, 101.442034 -1.377884, 101.441978 -1.377865, 101.441925 -1.377839, 101.441877 -1.377806, 101.441832 -1.377768, 101.44215 -1.37745))"
UJT691,53691_35,53691_35,UJT691_3,UJT691_3_M,"POLYGON ((100.40878 1.85273, 100.408462 1.853048, 100.408507 1.853086, 100.408555 1.853119, 100.408608 1.853145, 100.408664 1.853164, 100.40878 1.85273))"
PPN133,54133_35,54133_35,PPN133_3,PPN133_3_M,"POLYGON ((100.68499 1.30775, 100.684672 1.308068, 100.684717 1.308106, 100.684765 1.308139, 100.684818 1.308165, 100.684874 1.308184, 100.68499 1.30775))"
PKR286,482286_35,482286_35,PKR286_3,PKR286_3_M,"POLYGON ((101.636 0.20634, 101.635632 0.206598, 101.635669 0.206643, 101.635711 0.206684, 101.635759 0.206719, 101.63581 0.206747, 101.636 0.20634))"
UJT692,483692_35,483692_35,UJT692_3,UJT692_3_M,"POLYGON ((100.86918 1.91084, 100.868862 1.910522, 100.868824 1.910567, 100.868791 1.910615, 100.868765 1.910668, 100.868746 1.910724, 100.86918 1.91084))"
PAR040,660040_35,660040_35,PAR040_3,PAR040_3_M,"POLYGON ((100.26772 -0.59465, 100.267286 -0.594534, 100.267305 -0.594478, 100.267331 -0.594425, 100.267364 -0.594377, 100.267402 -0.594332, 100.26772 -0.59465))"
PNN012,664012_35,664012_35,PNN012_3,PNN012_3_M,"POLYGON ((100.50908 -1.28077, 100.509119 -1.281217, 100.50906 -1.281219, 100.509002 -1.281212, 100.508945 -1.281198, 100.50889 -1.281177, 100.50908 -1.28077))"
SLK505,75505_35,75505_35,SLK505_3,SLK505_3_M,"POLYGON ((100.76171 -0.88281, 100.761261 -0.88281, 100.761265 -0.882751, 100.761276 -0.882694, 100.761295 -0.882638, 100.761321 -0.882585, 100.76171 -0.88281))"
RGT518,478518_35,478518_35,RGT518_3,RGT518_3_M,"POLYGON ((102.85052 -0.63124, 102.850202 -0.631558, 102.850164 -0.631513, 102.850131 -0.631465, 102.850105 -0.631412, 102.850086 -0.631356, 102.85052 -0.63124))"
TAK213,50213_35,50213_35,TAK213_3,TAK213_3_M,"POLYGON ((101.4264 -0.195, 101.426175 -0.194611, 101.426228 -0.194585, 101.426284 -0.194566, 101.426341 -0.194555, 101.4264 -0.194551, 101.4264 -0.195))"
PKR580,482580_35,482580_35,PKR580_3,PKR580_3_M,"POLYGON ((102.18625 -0.07888, 102.185803 -0.078919, 102.185801 -0.07886, 102.185808 -0.078802, 102.185822 -0.078745, 102.185843 -0.07869, 102.18625 -0.07888))"
RGT514,48514_35,48514_35,RGT514_3,RGT514_3_M,"POLYGON ((102.02019 -0.49692, 102.019756 -0.496804, 102.019775 -0.496748, 102.019801 -0.496695, 102.019834 -0.496647, 102.019872 -0.496602, 102.02019 -0.49692))"
DAK002,817002_35,817002_35,DAK002_3,DAK002_3_M,"POLYGON ((104.17256 -0.35502, 104.172444 -0.355454, 104.172388 -0.355435, 104.172335 -0.355409, 104.172287 -0.355376, 104.172242 -0.355338, 104.17256 -0.35502))"
PPN602,485602_35,485602_35,PPN602_3,PPN602_3_M,"POLYGON ((100.30386 0.95099, 100.303453 0.95118, 100.303481 0.951231, 100.303516 0.951279, 100.303557 0.951321, 100.303602 0.951358, 100.30386 0.95099))"
PNN061,664061_35,664061_35,PNN061_3,PNN061_3_M,"POLYGON ((100.84175 -1.87555, 100.841492 -1.875182, 100.841543 -1.875152, 100.841596 -1.875128, 100.841653 -1.875111, 100.841711 -1.875103, 100.84175 -1.87555))"
PKR102,482102_35,482102_35,PKR102_3,PKR102_3_M,"POLYGON ((101.97682 0.09127, 101.976502 0.090952, 101.976464 0.090997, 101.976431 0.091045, 101.976405 0.091098, 101.976386 0.091154, 101.97682 0.09127))"
PNN024,664024_35,664024_35,PNN024_3,PNN024_3_M,"POLYGON ((101.028 -2.4229, 101.027593 -2.42271, 101.027621 -2.422659, 101.027656 -2.422611, 101.027697 -2.422569, 101.027742 -2.422532, 101.028 -2.4229))"
RGT618,478618_35,478618_35,RGT618_3,RGT618_3_M,"POLYGON ((102.13432 -0.49473, 102.133952 -0.494472, 102.133989 -0.494427, 102.134031 -0.494386, 102.134079 -0.494351, 102.13413 -0.494323, 102.13432 -0.49473))"
PAY084,663084_35,663084_35,PAY084_3,PAY084_3_M,"POLYGON ((100.46383 0.24602, 100.463486 0.245731, 100.463451 0.245779, 100.463423 0.24583, 100.463402 0.245885, 100.463388 0.245942, 100.46383 0.24602))"
TBH671,47671_35,47671_35,TBH671_3,TBH671_3_M,"POLYGON ((103.23425 -0.12281, 103.233803 -0.122849, 103.233801 -0.12279, 103.233808 -0.122732, 103.233822 -0.122675, 103.233843 -0.12262, 103.23425 -0.12281))"
PAY536,663536_35,663536_35,PAY536_3,PAY536_3_M,"POLYGON ((100.64275 -0.22609, 100.642432 -0.226408, 100.642394 -0.226363, 100.642361 -0.226315, 100.642335 -0.226262, 100.642316 -0.226206, 100.64275 -0.22609))"
RGT526,478526_35,478526_35,RGT526_3,RGT526_3_M,"POLYGON ((102.3158 -0.58579, 102.315432 -0.585532, 102.315469 -0.585487, 102.315511 -0.585446, 102.315559 -0.585411, 102.31561 -0.585383, 102.3158 -0.58579))"
TAK032,50032_35,50032_35,TAK032_3,TAK032_3_M,"POLYGON ((101.76453 -0.96366, 101.764083 -0.963621, 101.764091 -0.963563, 101.764108 -0.963506, 101.764132 -0.963453, 101.764162 -0.963402, 101.76453 -0.96366))"
UJT513,53513_35,53513_35,UJT513_3,UJT513_3_M,"POLYGON ((100.56361 1.55483, 100.563176 1.554946, 100.563195 1.555002, 100.563221 1.555055, 100.563254 1.555103, 100.563292 1.555148, 100.56361 1.55483))"
RAI052,469052_35,469052_35,RAI052_3,RAI052_3_M,"POLYGON ((105.79232 2.91073, 105.791873 2.910769, 105.791881 2.910827, 105.791898 2.910884, 105.791922 2.910937, 105.791952 2.910988, 105.79232 2.91073))"
PPN134,485134_35,485134_35,PPN134_3,PPN134_3_M,"POLYGON ((100.39277 0.89056, 100.392512 0.890192, 100.392467 0.890229, 100.392426 0.890271, 100.392391 0.890319, 100.392363 0.89037, 100.39277 0.89056))"
UJT043,483043_35,483043_35,UJT043_3,UJT043_3_M,"POLYGON ((100.48006 1.8792, 100.479742 1.879518, 100.479787 1.879556, 100.479835 1.879589, 100.479888 1.879615, 100.479944 1.879634, 100.48006 1.8792))"
SSI928,486928_35,486928_35,SSI928_3,SSI928_3_M,"POLYGON ((101.83618 0.56621, 101.835733 0.566171, 101.835731 0.56623, 101.835738 0.566288, 101.835752 0.566345, 101.835773 0.5664, 101.83618 0.56621))"
PNN105,72105_35,72105_35,PNN105_3,PNN105_3_M,"POLYGON ((101.13968 -2.36161, 101.139312 -2.361868, 101.139282 -2.361817, 101.139258 -2.361764, 101.139241 -2.361707, 101.139233 -2.361649, 101.13968 -2.36161))"
PKR110,482110_35,482110_35,PKR110_3,PKR110_3_M,"POLYGON ((102.18929 0.32249, 102.188856 0.322606, 102.188875 0.322662, 102.188901 0.322715, 102.188934 0.322763, 102.188972 0.322808, 102.18929 0.32249))"
PJG002,489002_35,489002_35,PJG002_3,PJG002_3_M,"POLYGON ((101.77679 -1.0992, 101.776383 -1.09901, 101.776411 -1.098959, 101.776446 -1.098911, 101.776487 -1.098869, 101.776532 -1.098832, 101.77679 -1.0992))"
TBH680,477680_35,477680_35,TBH680_3,TBH680_3_M,"POLYGON ((103.75446 0.18594, 103.754013 0.185901, 103.754011 0.18596, 103.754018 0.186018, 103.754032 0.186075, 103.754053 0.18613, 103.75446 0.18594))"
UJT016,53016_35,53016_35,UJT016_3,UJT016_3_M,"POLYGON ((100.76516 1.95124, 100.764726 1.951356, 100.764745 1.951412, 100.764771 1.951465, 100.764804 1.951513, 100.764842 1.951558, 100.76516 1.95124))"
RGT226,478226_35,478226_35,RGT226_3,RGT226_3_M,"POLYGON ((102.41419 -0.54553, 102.413743 -0.545569, 102.413741 -0.54551, 102.413748 -0.545452, 102.413762 -0.545395, 102.413783 -0.54534, 102.41419 -0.54553))"
PKR655,482655_35,482655_35,PKR655_3,PKR655_3_M,"POLYGON ((103.18971 0.51913, 103.18952 0.518723, 103.189469 0.518751, 103.189421 0.518786, 103.189379 0.518827, 103.189342 0.518872, 103.18971 0.51913))"
TBH326,47326_35,47326_35,TBH326_3,TBH326_3_M,"POLYGON ((103.03429 0.10449, 103.033856 0.104606, 103.033875 0.104662, 103.033901 0.104715, 103.033934 0.104763, 103.033972 0.104808, 103.03429 0.10449))"
TBH042,477042_35,477042_35,TBH042_3,TBH042_3_M,"POLYGON ((103.24547 0.17708, 103.245023 0.177041, 103.245021 0.1771, 103.245028 0.177158, 103.245042 0.177215, 103.245063 0.17727, 103.24547 0.17708))"
PKR048,482048_35,482048_35,PKR048_3,PKR048_3_M,"POLYGON ((102.83872 0.24346, 102.838286 0.243344, 102.838275 0.243401, 102.838271 0.24346, 102.838275 0.243519, 102.838286 0.243576, 102.83872 0.24346))"
TBH708,477708_35,477708_35,TBH708_3,TBH708_3_M,"POLYGON ((103.29328 0.16006, 103.292846 0.159944, 103.292835 0.160001, 103.292831 0.16006, 103.292835 0.160119, 103.292846 0.160176, 103.29328 0.16006))"
PPN633,485633_35,485633_35,PPN633_3,PPN633_3_M,"POLYGON ((100.79451 0.74821, 100.794252 0.747842, 100.794207 0.747879, 100.794166 0.747921, 100.794131 0.747969, 100.794103 0.74802, 100.79451 0.74821))"
PNN508,72508_35,72508_35,PNN508_3,PNN508_3_M,"POLYGON ((100.8524 -1.80487, 100.851966 -1.804754, 100.851985 -1.804698, 100.852011 -1.804645, 100.852044 -1.804597, 100.852082 -1.804552, 100.8524 -1.80487))"
UJT668,53668_35,53668_35,UJT668_3,UJT668_3_M,"POLYGON ((100.62762 1.43939, 100.627213 1.43958, 100.627241 1.439631, 100.627276 1.439679, 100.627317 1.439721, 100.627362 1.439758, 100.62762 1.43939))"
PKR123,52123_35,52123_35,PKR123_3,PKR123_3_M,"POLYGON ((102.29122 -0.08536, 102.291336 -0.085794, 102.291279 -0.085805, 102.29122 -0.085809, 102.291161 -0.085805, 102.291104 -0.085794, 102.29122 -0.08536))"
TBK545,466545_35,466545_35,TBK545_3,TBK545_3_M,"POLYGON ((103.44354 0.96033, 103.443106 0.960214, 103.443095 0.960271, 103.443091 0.96033, 103.443095 0.960389, 103.443106 0.960446, 103.44354 0.96033))"
TPI516,470516_35,470516_35,TPI516_3,TPI516_3_M,"POLYGON ((104.48679 0.14878, 104.486343 0.148741, 104.486341 0.1488, 104.486348 0.148858, 104.486362 0.148915, 104.486383 0.14897, 104.48679 0.14878))"
PPN076,485076_35,485076_35,PPN076_3,PPN076_3_M,"POLYGON ((100.28891 1.17119, 100.288476 1.171306, 100.288495 1.171362, 100.288521 1.171415, 100.288554 1.171463, 100.288592 1.171508, 100.28891 1.17119))"
TPI601,470601_35,470601_35,TPI601_3,TPI601_3_M,"POLYGON ((104.52351 0.40289, 104.523142 0.402632, 104.523112 0.402683, 104.523088 0.402736, 104.523071 0.402793, 104.523063 0.402851, 104.52351 0.40289))"
TAK058,480058_35,480058_35,TAK058_3,TAK058_3_M,"POLYGON ((101.51935 -0.41922, 101.518916 -0.419104, 101.518935 -0.419048, 101.518961 -0.418995, 101.518994 -0.418947, 101.519032 -0.418902, 101.51935 -0.41922))"
TBH052,477052_35,477052_35,TBH052_3,TBH052_3_M,"POLYGON ((103.5858 0.25911, 103.585482 0.258792, 103.585444 0.258837, 103.585411 0.258885, 103.585385 0.258938, 103.585366 0.258994, 103.5858 0.25911))"
UJT092,53092_35,53092_35,UJT092_3,UJT092_3_M,"POLYGON ((100.82466 1.87778, 100.824253 1.87759, 100.824232 1.877645, 100.824218 1.877702, 100.824211 1.87776, 100.824213 1.877819, 100.82466 1.87778))"
PKR574,482574_55,482574_55,PKR574_5,PKR574_2_M,"POLYGON ((102.25674 -0.0709, 102.257187 -0.070861, 102.257189 -0.07092, 102.257182 -0.070978, 102.257168 -0.071035, 102.257147 -0.07109, 102.25674 -0.0709))"
TBH251,477251_55,477251_55,TBH251_5,TBH251_2_M,"POLYGON ((102.92378 -0.74526, 102.924187 -0.74545, 102.924159 -0.745501, 102.924124 -0.745549, 102.924083 -0.745591, 102.924038 -0.745628, 102.92378 -0.74526))"
TBH251,477251_54,477251_54,TBH251_5,TBH251_2_M,"POLYGON ((102.92378 -0.74526, 102.924187 -0.74545, 102.924159 -0.745501, 102.924124 -0.745549, 102.924083 -0.745591, 102.924038 -0.745628, 102.92378 -0.74526))"
BKG206,479206_24,479206_24,BKG206_2,BKG206_2_M,"POLYGON ((100.81007 0.43109, 100.810388 0.430772, 100.810343 0.430734, 100.810295 0.430701, 100.810242 0.430675, 100.810186 0.430656, 100.81007 0.43109))"
BKG206,479206_25,479206_25,BKG206_2,BKG206_2_M,"POLYGON ((100.81007 0.43109, 100.810388 0.430772, 100.810343 0.430734, 100.810295 0.430701, 100.810242 0.430675, 100.810186 0.430656, 100.81007 0.43109))"
BLS019,471019_25,471019_25,BLS019_2,BLS019_2_M,"POLYGON ((101.13439 1.36443, 101.134506 1.363996, 101.134449 1.363985, 101.13439 1.363981, 101.134331 1.363985, 101.134274 1.363996, 101.13439 1.36443))"
BLS069,45069_25,45069_25,BLS069_2,BLS069_2_M,"POLYGON ((101.1967 1.2738, 101.197134 1.273684, 101.197115 1.273628, 101.197089 1.273575, 101.197056 1.273527, 101.197018 1.273482, 101.1967 1.2738))"
BLS133,45133_24,45133_24,BLS133_2,BLS133_2_M,"POLYGON ((101.27424 1.17403, 101.274558 1.173712, 101.274513 1.173674, 101.274465 1.173641, 101.274412 1.173615, 101.274356 1.173596, 101.27424 1.17403))"
BLS133,45133_25,45133_25,BLS133_2,BLS133_2_M,"POLYGON ((101.27424 1.17403, 101.274558 1.173712, 101.274513 1.173674, 101.274465 1.173641, 101.274412 1.173615, 101.274356 1.173596, 101.27424 1.17403))"
BLS543,45543_25,45543_25,BLS543_2,BLS543_2_M,"POLYGON ((102.17417 1.52651, 102.17436 1.526103, 102.174305 1.526082, 102.174248 1.526068, 102.17419 1.526061, 102.174131 1.526063, 102.17417 1.52651))"
BLS668,471668_24,471668_24,BLS668_2,BLS668_2_M,"POLYGON ((101.38094 1.45879, 101.381374 1.458906, 101.381385 1.458849, 101.381389 1.45879, 101.381385 1.458731, 101.381374 1.458674, 101.38094 1.45879))"
BLS668,471668_25,471668_25,BLS668_2,BLS668_2_M,"POLYGON ((101.38094 1.45879, 101.381374 1.458906, 101.381385 1.458849, 101.381389 1.45879, 101.381385 1.458731, 101.381374 1.458674, 101.38094 1.45879))"
BSK208,76208_24,76208_24,BSK208_2,BSK208_2_M,"POLYGON ((100.52678 -0.32966, 100.527214 -0.329544, 100.527225 -0.329601, 100.527229 -0.32966, 100.527225 -0.329719, 100.527214 -0.329776, 100.52678 -0.32966))"
BSK208,76208_25,76208_25,BSK208_2,BSK208_2_M,"POLYGON ((100.52678 -0.32966, 100.527214 -0.329544, 100.527225 -0.329601, 100.527229 -0.32966, 100.527225 -0.329719, 100.527214 -0.329776, 100.52678 -0.32966))"
DUM673,476673_24,476673_24,DUM673_2,DUM673_2_M,"POLYGON ((101.3519 1.5145, 101.352334 1.514384, 101.352315 1.514328, 101.352289 1.514275, 101.352256 1.514227, 101.352218 1.514182, 101.3519 1.5145))"
DUM673,476673_25,476673_25,DUM673_2,DUM673_2_M,"POLYGON ((101.3519 1.5145, 101.352334 1.514384, 101.352315 1.514328, 101.352289 1.514275, 101.352256 1.514227, 101.352218 1.514182, 101.3519 1.5145))"
DUM688,476688_25,476688_25,DUM688_2,DUM688_2_M,"POLYGON ((101.33357 1.78084, 101.334017 1.780879, 101.334019 1.78082, 101.334012 1.780762, 101.333998 1.780705, 101.333977 1.78065, 101.33357 1.78084))"
BKG061,479061_24,479061_24,BKG061_2,BKG061_2_M,"POLYGON ((101.29118 0.08919, 101.291064 0.088756, 101.291008 0.088775, 101.290955 0.088801, 101.290907 0.088834, 101.290862 0.088872, 101.29118 0.08919))"
BKG061,479061_25,479061_25,BKG061_2,BKG061_2_M,"POLYGON ((101.29118 0.08919, 101.291064 0.088756, 101.291008 0.088775, 101.290955 0.088801, 101.290907 0.088834, 101.290862 0.088872, 101.29118 0.08919))"
LBB244,487244_24,487244_24,LBB244_2,LBB244_2_M,"POLYGON ((100.06055 -0.20157, 100.060997 -0.201531, 100.060999 -0.20159, 100.060992 -0.201648, 100.060978 -0.201705, 100.060957 -0.20176, 100.06055 -0.20157))"
LBB244,487244_25,487244_25,LBB244_2,LBB244_2_M,"POLYGON ((100.06055 -0.20157, 100.060997 -0.201531, 100.060999 -0.20159, 100.060992 -0.201648, 100.060978 -0.201705, 100.060957 -0.20176, 100.06055 -0.20157))"
LSK103,70103_25,70103_25,LSK103_2,LSK103_2_M,"POLYGON ((100.08014 0.02911, 100.080179 0.028663, 100.08012 0.028661, 100.080062 0.028668, 100.080005 0.028682, 100.07995 0.028703, 100.08014 0.02911))"
LSK179,661179_24,661179_24,LSK179_2,LSK179_2_M,"POLYGON ((99.97843 0.22858, 99.978546 0.228146, 99.978489 0.228135, 99.97843 0.228131, 99.978371 0.228135, 99.978314 0.228146, 99.97843 0.22858))"
LSK179,661179_25,661179_25,LSK179_2,LSK179_2_M,"POLYGON ((99.97843 0.22858, 99.978546 0.228146, 99.978489 0.228135, 99.97843 0.228131, 99.978371 0.228135, 99.978314 0.228146, 99.97843 0.22858))"
BKG088,49088_24,49088_24,BKG088_2,BKG088_2_M,"POLYGON ((101.32054 0.01065, 101.32073 0.010243, 101.320675 0.010222, 101.320618 0.010208, 101.32056 0.010201, 101.320501 0.010203, 101.32054 0.01065))"
BKG088,49088_25,49088_25,BKG088_2,BKG088_2_M,"POLYGON ((101.32054 0.01065, 101.32073 0.010243, 101.320675 0.010222, 101.320618 0.010208, 101.32056 0.010201, 101.320501 0.010203, 101.32054 0.01065))"
MSJ012,73012_24,73012_24,MSJ012_2,MSJ012_2_M,"POLYGON ((100.91012 -0.44649, 100.910409 -0.446834, 100.910361 -0.446869, 100.91031 -0.446897, 100.910255 -0.446918, 100.910198 -0.446932, 100.91012 -0.44649))"
MSJ012,73012_25,73012_25,MSJ012_2,MSJ012_2_M,"POLYGON ((100.91012 -0.44649, 100.910409 -0.446834, 100.910361 -0.446869, 100.91031 -0.446897, 100.910255 -0.446918, 100.910198 -0.446932, 100.91012 -0.44649))"
MSJ264,682264_24,682264_24,MSJ264_2,MSJ264_2_M,"POLYGON ((101.67635 -0.97121, 101.676797 -0.971249, 101.676789 -0.971307, 101.676772 -0.971364, 101.676748 -0.971417, 101.676718 -0.971468, 101.67635 -0.97121))"
MSJ264,682264_25,682264_25,MSJ264_2,MSJ264_2_M,"POLYGON ((101.67635 -0.97121, 101.676797 -0.971249, 101.676789 -0.971307, 101.676772 -0.971364, 101.676748 -0.971417, 101.676718 -0.971468, 101.67635 -0.97121))"
PAR110,69110_25,69110_25,PAR110_2,PAR110_2_M,"POLYGON ((100.20511 -0.60013, 100.204792 -0.600448, 100.204754 -0.600403, 100.204721 -0.600355, 100.204695 -0.600302, 100.204676 -0.600246, 100.20511 -0.60013))"
PAR110,69110_24,69110_24,PAR110_2,PAR110_2_M,"POLYGON ((100.20511 -0.60013, 100.204792 -0.600448, 100.204754 -0.600403, 100.204721 -0.600355, 100.204695 -0.600302, 100.204676 -0.600246, 100.20511 -0.60013))"
BKG131,479131_24,479131_24,BKG131_2,BKG131_2_M,"POLYGON ((101.62085 0.44165, 101.621218 0.441392, 101.621181 0.441347, 101.621139 0.441306, 101.621091 0.441271, 101.62104 0.441243, 101.62085 0.44165))"
BKG131,479131_25,479131_25,BKG131_2,BKG131_2_M,"POLYGON ((101.62085 0.44165, 101.621218 0.441392, 101.621181 0.441347, 101.621139 0.441306, 101.621091 0.441271, 101.62104 0.441243, 101.62085 0.44165))"
BKG187,49187_24,49187_24,BKG187_2,BKG187_2_M,"POLYGON ((101.21441 0.41711, 101.214728 0.416792, 101.214683 0.416754, 101.214635 0.416721, 101.214582 0.416695, 101.214526 0.416676, 101.21441 0.41711))"
BKG187,49187_25,49187_25,BKG187_2,BKG187_2_M,"POLYGON ((101.21441 0.41711, 101.214728 0.416792, 101.214683 0.416754, 101.214635 0.416721, 101.214582 0.416695, 101.214526 0.416676, 101.21441 0.41711))"
BKG209,49209_24,49209_24,BKG209_2,BKG209_2_M,"POLYGON ((101.52358 0.21471, 101.523898 0.214392, 101.523853 0.214354, 101.523805 0.214321, 101.523752 0.214295, 101.523696 0.214276, 101.52358 0.21471))"
BKG209,49209_25,49209_25,BKG209_2,BKG209_2_M,"POLYGON ((101.52358 0.21471, 101.523898 0.214392, 101.523853 0.214354, 101.523805 0.214321, 101.523752 0.214295, 101.523696 0.214276, 101.52358 0.21471))"
BKG640,479640_24,479640_24,BKG640_2,BKG640_2_M,"POLYGON ((100.7502 0.52164, 100.749882 0.521322, 100.749844 0.521367, 100.749811 0.521415, 100.749785 0.521468, 100.749766 0.521524, 100.7502 0.52164))"
BKG640,479640_25,479640_25,BKG640_2,BKG640_2_M,"POLYGON ((100.7502 0.52164, 100.749882 0.521322, 100.749844 0.521367, 100.749811 0.521415, 100.749785 0.521468, 100.749766 0.521524, 100.7502 0.52164))"
