Site_ID,eNodeB_CI,quadkey20,Site_Sector,Site_Sector3_Type,geometry
PNN215,72215_25,72215_25,PNN215_2,PNN215_2_M,"POLYGON ((101.07938 -2.15795, 101.080088 -2.158075, 101.080031 -2.158254, 101.079931 -2.158412, 101.079792 -2.158539, 101.079626 -2.158625, 101.07938 -2.15795))"
PAD512,620512_25,620512_25,PAD512_2,PAD512_2_M,"POLYGON ((100.41616 -0.89719, 100.415801 -0.897812, 100.415652 -0.897698, 100.415538 -0.897549, 100.415466 -0.897376, 100.415441 -0.89719, 100.41616 -0.89719))"
BKG024,479024_35,479024_35,BKG024_3,BKG024_3_M,"POLYGON ((100.99928 0.3357, 100.999639 0.335078, 100.999466 0.335006, 100.99928 0.334981, 100.999094 0.335006, 100.998921 0.335078, 100.99928 0.3357))"
BKG057,479057_35,479057_35,BKG057_3,BKG057_3_M,"POLYGON ((101.58359 0.30265, 101.582915 0.302404, 101.582874 0.302587, 101.582882 0.302775, 101.582939 0.302954, 101.583039 0.303112, 101.58359 0.30265))"
BKG105,49105_35,49105_35,BKG105_3,BKG105_3_M,"POLYGON ((101.03436 0.30367, 101.033641 0.30367, 101.033666 0.303856, 101.033738 0.304029, 101.033852 0.304178, 101.034001 0.304292, 101.03436 0.30367))"
BKG110,49110_35,49110_35,BKG110_3,BKG110_3_M,"POLYGON ((100.69332 0.30113, 100.692961 0.300508, 100.692812 0.300622, 100.692698 0.300771, 100.692626 0.300944, 100.692601 0.30113, 100.69332 0.30113))"
BKG188,479188_35,479188_35,BKG188_3,BKG188_3_M,"POLYGON ((101.02323 0.35601, 101.022608 0.355651, 101.022536 0.355824, 101.022511 0.35601, 101.022536 0.356196, 101.022608 0.356369, 101.02323 0.35601))"
BKG210,479210_35,479210_35,BKG210_3,BKG210_3_M,"POLYGON ((101.03329 0.31459, 101.032668 0.314231, 101.032596 0.314404, 101.032571 0.31459, 101.032596 0.314776, 101.032668 0.314949, 101.03329 0.31459))"
BKT003,488003_35,488003_35,BKT003_3,BKT003_3_M,"POLYGON ((100.36421 -0.288, 100.363748 -0.287449, 100.363906 -0.287349, 100.364085 -0.287292, 100.364273 -0.287284, 100.364456 -0.287325, 100.36421 -0.288))"
BLS005,471005_35,471005_35,BLS005_3,BLS005_3_M,"POLYGON ((102.15151 1.45995, 102.150791 1.45995, 102.150816 1.460136, 102.150888 1.460309, 102.151002 1.460458, 102.151151 1.460572, 102.15151 1.45995))"
BSK002,728002_35,728002_35,BSK002_3,BSK002_3_M,"POLYGON ((100.5965 -0.45423, 100.595949 -0.453768, 100.596088 -0.453641, 100.596254 -0.453555, 100.596437 -0.453514, 100.596625 -0.453522, 100.5965 -0.45423))"
SSI508,486508_35,486508_35,SSI508_3,SSI508_3_M,"POLYGON ((101.57854 0.6761, 101.577918 0.675741, 101.577846 0.675914, 101.577821 0.6761, 101.577846 0.676286, 101.577918 0.676459, 101.57854 0.6761))"
BTM017,465017_35,465017_35,BTM017_3,BTM017_3_M,"POLYGON ((104.03348 1.08894, 104.032858 1.088581, 104.032786 1.088754, 104.032761 1.08894, 104.032786 1.089126, 104.032858 1.089299, 104.03348 1.08894))"
LSK034,661034_35,661034_35,LSK034_3,LSK034_3_M,"POLYGON ((100.16574 0.1406, 100.165494 0.139925, 100.165328 0.140011, 100.165189 0.140138, 100.165089 0.140296, 100.165032 0.140475, 100.16574 0.1406))"
UJT549,53549_35,53549_35,UJT549_3,UJT549_3_M,"POLYGON ((100.96717 1.74811, 100.966619 1.748572, 100.966758 1.748699, 100.966924 1.748785, 100.967107 1.748826, 100.967295 1.748818, 100.96717 1.74811))"
PAR096,660096_35,660096_35,PAR096_3,PAR096_3_M,"POLYGON ((100.0586 -0.52022, 100.057925 -0.520466, 100.057884 -0.520283, 100.057892 -0.520095, 100.057949 -0.519916, 100.058049 -0.519758, 100.0586 -0.52022))"
SLK602,681602_35,681602_35,SLK602_3,SLK602_3_M,"POLYGON ((100.63945 -0.78817, 100.638742 -0.788045, 100.638799 -0.787866, 100.638899 -0.787708, 100.639038 -0.787581, 100.639204 -0.787495, 100.63945 -0.78817))"
PPN538,485538_35,485538_35,PPN538_3,PPN538_3_M,"POLYGON ((100.52366 0.70317, 100.522952 0.703295, 100.523009 0.703474, 100.523109 0.703632, 100.523248 0.703759, 100.523414 0.703845, 100.52366 0.70317))"
PAR150,69150_35,69150_35,PAR150_3,PAR150_3_M,"POLYGON ((100.09962 -0.54907, 100.098998 -0.549429, 100.098926 -0.549256, 100.098901 -0.54907, 100.098926 -0.548884, 100.098998 -0.548711, 100.09962 -0.54907))"
RGT193,478193_35,478193_35,RGT193_3,RGT193_3_M,"POLYGON ((101.96611 -0.52943, 101.965559 -0.528968, 101.965698 -0.528841, 101.965864 -0.528755, 101.966047 -0.528714, 101.966235 -0.528722, 101.96611 -0.52943))"
RGT599,48599_35,48599_35,RGT599_3,RGT599_3_M,"POLYGON ((102.66877 -0.44836, 102.668148 -0.448719, 102.668076 -0.448546, 102.668051 -0.44836, 102.668076 -0.448174, 102.668148 -0.448001, 102.66877 -0.44836))"
DUM616,46616_35,46616_35,DUM616_3,DUM616_3_M,"POLYGON ((101.32 1.80125, 101.319325 1.801496, 101.319411 1.801662, 101.319538 1.801801, 101.319696 1.801901, 101.319875 1.801958, 101.32 1.80125))"
SSI200,486200_35,486200_35,SSI200_3,SSI200_3_M,"POLYGON ((102.15962 1.12308, 102.159031 1.122668, 102.158945 1.122834, 102.158904 1.123017, 102.158912 1.123205, 102.158969 1.123384, 102.15962 1.12308))"
LBB156,487156_35,487156_35,LBB156_3,LBB156_3_M,"POLYGON ((100.06035 -0.32129, 100.059631 -0.32129, 100.059656 -0.321104, 100.059728 -0.320931, 100.059842 -0.320782, 100.059991 -0.320668, 100.06035 -0.32129))"
LSK134,661134_35,661134_35,LSK134_3,LSK134_3_M,"POLYGON ((100.18585 0.1083, 100.185142 0.108425, 100.185199 0.108604, 100.185299 0.108762, 100.185438 0.108889, 100.185604 0.108975, 100.18585 0.1083))"
MSJ033,682033_35,682033_35,MSJ033_3,MSJ033_3_M,"POLYGON ((101.50366 -0.95445, 101.502941 -0.95445, 101.502966 -0.954264, 101.503038 -0.954091, 101.503152 -0.953942, 101.503301 -0.953828, 101.50366 -0.95445))"
UJT652,53652_35,53652_35,UJT652_3,UJT652_3_M,"POLYGON ((100.80838 2.14706, 100.807872 2.147568, 100.808021 2.147682, 100.808194 2.147754, 100.80838 2.147779, 100.808566 2.147754, 100.80838 2.14706))"
BKG057,479057_25,479057_25,BKG057_2,BKG057_2_M,"POLYGON ((101.58359 0.30265, 101.583836 0.301975, 101.583653 0.301934, 101.583465 0.301942, 101.583286 0.301999, 101.583128 0.302099, 101.58359 0.30265))"
BKG110,49110_25,49110_25,BKG110_2,BKG110_2_M,"POLYGON ((100.69332 0.30113, 100.693566 0.300455, 100.693383 0.300414, 100.693195 0.300422, 100.693016 0.300479, 100.692858 0.300579, 100.69332 0.30113))"
BKG113,49113_25,49113_25,BKG113_2,BKG113_2_M,"POLYGON ((101.45452 0.73674, 101.454395 0.736032, 101.454216 0.736089, 101.454058 0.736189, 101.453931 0.736328, 101.453845 0.736494, 101.45452 0.73674))"
RGT516,478516_25,478516_25,RGT516_2,RGT516_2_M,"POLYGON ((102.4493 -0.39461, 102.450019 -0.39461, 102.449994 -0.394796, 102.449922 -0.394969, 102.449808 -0.395118, 102.449659 -0.395232, 102.4493 -0.39461))"
MSJ019,73019_25,73019_25,MSJ019_2,MSJ019_2_M,"POLYGON ((101.66346 -1.24111, 101.664082 -1.240751, 101.664154 -1.240924, 101.664179 -1.24111, 101.664154 -1.241296, 101.664082 -1.241469, 101.66346 -1.24111))"
SLK573,681573_25,681573_25,SLK573_2,SLK573_2_M,"POLYGON ((101.50014 -1.53951, 101.499894 -1.540185, 101.499728 -1.540099, 101.499589 -1.539972, 101.499489 -1.539814, 101.499432 -1.539635, 101.50014 -1.53951))"
SWL524,951524_25,951524_25,SWL524_2,SWL524_2_M,"POLYGON ((100.77599 -0.68236, 100.776665 -0.682606, 100.776579 -0.682772, 100.776452 -0.682911, 100.776294 -0.683011, 100.776115 -0.683068, 100.77599 -0.68236))"
PAY236,71236_25,71236_25,PAY236_2,PAY236_2_M,"POLYGON ((100.63908 -0.23285, 100.639799 -0.23285, 100.639774 -0.233036, 100.639702 -0.233209, 100.639588 -0.233358, 100.639439 -0.233472, 100.63908 -0.23285))"
UJT549,53549_25,53549_25,UJT549_2,UJT549_2_M,"POLYGON ((100.96717 1.74811, 100.967529 1.747488, 100.967356 1.747416, 100.96717 1.747391, 100.966984 1.747416, 100.966811 1.747488, 100.96717 1.74811))"
PPN550,485550_25,485550_25,PPN550_2,PPN550_2_M,"POLYGON ((100.29391 0.88132, 100.294372 0.880769, 100.294214 0.880669, 100.294035 0.880612, 100.293847 0.880604, 100.293664 0.880645, 100.29391 0.88132))"
PAY508,71508_25,71508_25,PAY508_2,PAY508_2_M,"POLYGON ((100.52677 -0.22397, 100.527464 -0.223784, 100.527489 -0.22397, 100.527464 -0.224156, 100.527392 -0.224329, 100.527278 -0.224478, 100.52677 -0.22397))"
TAK265,480265_25,480265_25,TAK265_2,TAK265_2_M,"POLYGON ((101.34531 -0.3897, 101.34531 -0.390419, 101.345124 -0.390394, 101.344951 -0.390322, 101.344802 -0.390208, 101.344688 -0.390059, 101.34531 -0.3897))"
SSI200,486200_25,486200_25,SSI200_2,SSI200_2_M,"POLYGON ((102.15962 1.12308, 102.160336 1.123143, 102.160328 1.122955, 102.160271 1.122776, 102.160171 1.122618, 102.160032 1.122491, 102.15962 1.12308))"
LBB156,487156_25,487156_25,LBB156_2,LBB156_2_M,"POLYGON ((100.06035 -0.32129, 100.060287 -0.322006, 100.060104 -0.321965, 100.059938 -0.321879, 100.059799 -0.321752, 100.059699 -0.321594, 100.06035 -0.32129))"
PAD227,620227_25,620227_25,PAD227_2,PAD227_2_M,"POLYGON ((100.39721 -0.90259, 100.397832 -0.902949, 100.397718 -0.903098, 100.397569 -0.903212, 100.397396 -0.903284, 100.39721 -0.903309, 100.39721 -0.90259))"
TPI181,58181_35,58181_35,TPI181_3,TPI181_3_M,"POLYGON ((104.58728 0.88167, 104.586605 0.881424, 104.586564 0.881607, 104.586572 0.881795, 104.586629 0.881974, 104.586729 0.882132, 104.58728 0.88167))"
PPN679,485679_35,485679_35,PPN679_3,PPN679_3_M,"POLYGON ((100.6996 1.07172, 100.698892 1.071595, 100.698884 1.071783, 100.698925 1.071966, 100.699011 1.072132, 100.699138 1.072271, 100.6996 1.07172))"
BKG099,479099_35,479099_35,BKG099_3,BKG099_3_M,"POLYGON ((101.07881 0.62664, 101.078348 0.626089, 101.078221 0.626228, 101.078135 0.626394, 101.078094 0.626577, 101.078102 0.626765, 101.07881 0.62664))"
BKG595,479595_35,479595_35,BKG595_3,BKG595_3_M,"POLYGON ((100.78252 0.46472, 100.781969 0.465182, 100.782108 0.465309, 100.782274 0.465395, 100.782457 0.465436, 100.782645 0.465428, 100.78252 0.46472))"
BTM063,465063_35,465063_35,BTM063_3,BTM063_3_M,"POLYGON ((104.053 0.97504, 104.052292 0.975165, 104.052349 0.975344, 104.052449 0.975502, 104.052588 0.975629, 104.052754 0.975715, 104.053 0.97504))"
RGT516,478516_35,478516_35,RGT516_3,RGT516_3_M,"POLYGON ((102.4493 -0.39461, 102.448581 -0.39461, 102.448606 -0.394424, 102.448678 -0.394251, 102.448792 -0.394102, 102.448941 -0.393988, 102.4493 -0.39461))"
MSJ019,73019_35,73019_35,MSJ019_3,MSJ019_3_M,"POLYGON ((101.66346 -1.24111, 101.664082 -1.241469, 101.663968 -1.241618, 101.663819 -1.241732, 101.663646 -1.241804, 101.66346 -1.241829, 101.66346 -1.24111))"
PKR174,482174_35,482174_35,PKR174_3,PKR174_3_M,"POLYGON ((102.15371 -0.12519, 102.153002 -0.125065, 102.153059 -0.124886, 102.153159 -0.124728, 102.153298 -0.124601, 102.153464 -0.124515, 102.15371 -0.12519))"
PPN554,485554_35,485554_35,PPN554_3,PPN554_3_M,"POLYGON ((100.91973 0.63038, 100.919108 0.630021, 100.919036 0.630194, 100.919011 0.63038, 100.919036 0.630566, 100.919108 0.630739, 100.91973 0.63038))"
PPN550,485550_35,485550_35,PPN550_3,PPN550_3_M,"POLYGON ((100.29391 0.88132, 100.293551 0.880698, 100.293402 0.880812, 100.293288 0.880961, 100.293216 0.881134, 100.293191 0.88132, 100.29391 0.88132))"
PAY236,71236_35,71236_35,PAY236_3,PAY236_3_M,"POLYGON ((100.63908 -0.23285, 100.638721 -0.233472, 100.638572 -0.233358, 100.638458 -0.233209, 100.638386 -0.233036, 100.638361 -0.23285, 100.63908 -0.23285))"
MSJ040,73040_35,73040_35,MSJ040_3,MSJ040_3_M,"POLYGON ((101.61274 -1.02798, 101.612032 -1.027855, 101.612089 -1.027676, 101.612189 -1.027518, 101.612328 -1.027391, 101.612494 -1.027305, 101.61274 -1.02798))"
TPI259,58259_35,58259_35,TPI259_3,TPI259_3_M,"POLYGON ((104.33428 1.15019, 104.333658 1.149831, 104.333586 1.150004, 104.333561 1.15019, 104.333586 1.150376, 104.333658 1.150549, 104.33428 1.15019))"
PAD060,620060_35,620060_35,PAD060_3,PAD060_3_M,"POLYGON ((100.46381 -0.94218, 100.463188 -0.942539, 100.463116 -0.942366, 100.463091 -0.94218, 100.463116 -0.941994, 100.463188 -0.941821, 100.46381 -0.94218))"
SLK538,681538_35,681538_35,SLK538_3,SLK538_3_M,"POLYGON ((100.77342 -1.01292, 100.773174 -1.013595, 100.773008 -1.013509, 100.772869 -1.013382, 100.772769 -1.013224, 100.772712 -1.013045, 100.77342 -1.01292))"
SSI550,486550_35,486550_35,SSI550_3,SSI550_3_M,"POLYGON ((101.65511 0.58666, 101.65511 0.585941, 101.654924 0.585966, 101.654751 0.586038, 101.654602 0.586152, 101.654488 0.586301, 101.65511 0.58666))"
TPI181,58181_15,58181_15,TPI181_1,TPI181_1_M,"POLYGON ((104.58728 0.88167, 104.587034 0.882345, 104.587217 0.882386, 104.587405 0.882378, 104.587584 0.882321, 104.587742 0.882221, 104.58728 0.88167))"
BKG595,479595_15,479595_15,BKG595_1,BKG595_1_M,"POLYGON ((100.78252 0.46472, 100.782879 0.465342, 100.783028 0.465228, 100.783142 0.465079, 100.783214 0.464906, 100.783239 0.46472, 100.78252 0.46472))"
BKT501,488501_15,488501_15,BKT501_1,BKT501_1_M,"POLYGON ((100.5548 -0.29845, 100.554986 -0.297756, 100.555159 -0.297828, 100.555308 -0.297942, 100.555422 -0.298091, 100.555494 -0.298264, 100.5548 -0.29845))"
BSK198,748198_15,748198_15,BSK198_1,BSK198_1_M,"POLYGON ((100.56264 -0.46411, 100.563102 -0.463559, 100.563229 -0.463698, 100.563315 -0.463864, 100.563356 -0.464047, 100.563348 -0.464235, 100.56264 -0.46411))"
TBH645,477645_15,477645_15,TBH645_1,TBH645_1_M,"POLYGON ((103.63845 -0.23558, 103.639072 -0.235221, 103.639144 -0.235394, 103.639169 -0.23558, 103.639144 -0.235766, 103.639072 -0.235939, 103.63845 -0.23558))"
PKR552,482552_15,482552_15,PKR552_1,PKR552_1_M,"POLYGON ((101.95232 0.23117, 101.951961 0.231792, 101.952134 0.231864, 101.95232 0.231889, 101.952506 0.231864, 101.952679 0.231792, 101.95232 0.23117))"
PPN631,54631_15,54631_15,PPN631_1,PPN631_1_M,"POLYGON ((100.55992 0.61665, 100.55992 0.617369, 100.560106 0.617344, 100.560279 0.617272, 100.560428 0.617158, 100.560542 0.617009, 100.55992 0.61665))"
MSJ021,682021_15,682021_15,MSJ021_1,MSJ021_1_M,"POLYGON ((101.66884 -1.03348, 101.669391 -1.033018, 101.669491 -1.033176, 101.669548 -1.033355, 101.669556 -1.033543, 101.669515 -1.033726, 101.66884 -1.03348))"
SWL506,648506_15,648506_15,SWL506_1,SWL506_1_M,"POLYGON ((100.75383 -0.65078, 100.753644 -0.650086, 100.75383 -0.650061, 100.754016 -0.650086, 100.754189 -0.650158, 100.754338 -0.650272, 100.75383 -0.65078))"
PPN554,485554_15,485554_15,PPN554_1,PPN554_1_M,"POLYGON ((100.91973 0.63038, 100.920089 0.631002, 100.920238 0.630888, 100.920352 0.630739, 100.920424 0.630566, 100.920449 0.63038, 100.91973 0.63038))"
PPN550,485550_15,485550_15,PPN550_1,PPN550_1_M,"POLYGON ((100.29391 0.88132, 100.294461 0.881782, 100.294561 0.881624, 100.294618 0.881445, 100.294626 0.881257, 100.294585 0.881074, 100.29391 0.88132))"
MSJ031,73031_15,73031_15,MSJ031_1,MSJ031_1_M,"POLYGON ((101.46918 -0.94519, 101.469899 -0.94519, 101.469874 -0.945376, 101.469802 -0.945549, 101.469688 -0.945698, 101.469539 -0.945812, 101.46918 -0.94519))"
RGT520,48520_15,48520_15,RGT520_1,RGT520_1_M,"POLYGON ((102.4196 -0.52961, 102.4196 -0.528891, 102.419786 -0.528916, 102.419959 -0.528988, 102.420108 -0.529102, 102.420222 -0.529251, 102.4196 -0.52961))"
RGT543,478543_15,478543_15,RGT543_1,RGT543_1_M,"POLYGON ((102.123 -0.30491, 102.122641 -0.304288, 102.122814 -0.304216, 102.123 -0.304191, 102.123186 -0.304216, 102.123359 -0.304288, 102.123 -0.30491))"
SLK602,681602_15,681602_15,SLK602_1,SLK602_1_M,"POLYGON ((100.63945 -0.78817, 100.639575 -0.787462, 100.639754 -0.787519, 100.639912 -0.787619, 100.640039 -0.787758, 100.640125 -0.787924, 100.63945 -0.78817))"
RGT193,478193_15,478193_15,RGT193_1,RGT193_1_M,"POLYGON ((101.96611 -0.52943, 101.966469 -0.528808, 101.966618 -0.528922, 101.966732 -0.529071, 101.966804 -0.529244, 101.966829 -0.52943, 101.96611 -0.52943))"
PAR150,69150_15,69150_15,PAR150_1,PAR150_1_M,"POLYGON ((100.09962 -0.54907, 100.09962 -0.548351, 100.099806 -0.548376, 100.099979 -0.548448, 100.100128 -0.548562, 100.100242 -0.548711, 100.09962 -0.54907))"
RGT215,478215_15,478215_15,RGT215_1,RGT215_1_M,"POLYGON ((102.29997 -0.30585, 102.300216 -0.305175, 102.300382 -0.305261, 102.300521 -0.305388, 102.300621 -0.305546, 102.300678 -0.305725, 102.29997 -0.30585))"
RAI054,60054_15,60054_15,RAI054_1,RAI054_1_M,"POLYGON ((108.37193 3.93715, 108.37193 3.937869, 108.372116 3.937844, 108.372289 3.937772, 108.372438 3.937658, 108.372552 3.937509, 108.37193 3.93715))"
LSK134,661134_15,661134_15,LSK134_1,LSK134_1_M,"POLYGON ((100.18585 0.1083, 100.186401 0.108762, 100.186501 0.108604, 100.186558 0.108425, 100.186566 0.108237, 100.186525 0.108054, 100.18585 0.1083))"
PAD227,620227_15,620227_15,PAD227_1,PAD227_1_M,"POLYGON ((100.39721 -0.90259, 100.397147 -0.901874, 100.397335 -0.901882, 100.397514 -0.901939, 100.397672 -0.902039, 100.397799 -0.902178, 100.39721 -0.90259))"
SSI550,486550_15,486550_15,SSI550_1,SSI550_1_M,"POLYGON ((101.65511 0.58666, 101.65511 0.587379, 101.655296 0.587354, 101.655469 0.587282, 101.655618 0.587168, 101.655732 0.587019, 101.65511 0.58666))"
BKG053,479053_35,479053_35,BKG053_3,BKG053_3_M,"POLYGON ((101.26094 0.2299, 101.260318 0.229541, 101.260246 0.229714, 101.260221 0.2299, 101.260246 0.230086, 101.260318 0.230259, 101.26094 0.2299))"
BKG053,479053_25,479053_25,BKG053_2,BKG053_2_M,"POLYGON ((101.26094 0.2299, 101.261648 0.230025, 101.261656 0.229837, 101.261615 0.229654, 101.261529 0.229488, 101.261402 0.229349, 101.26094 0.2299))"
BLS033,471033_25,471033_25,BLS033_2,BLS033_2_M,"POLYGON ((101.24241 1.25022, 101.24241 1.249501, 101.242224 1.249526, 101.242051 1.249598, 101.241902 1.249712, 101.241788 1.249861, 101.24241 1.25022))"
BLS083,45083_25,45083_25,BLS083_2,BLS083_2_M,"POLYGON ((101.30967 1.00854, 101.310345 1.008294, 101.310259 1.008128, 101.310132 1.007989, 101.309974 1.007889, 101.309795 1.007832, 101.30967 1.00854))"
BTM063,465063_25,465063_25,BTM063_2,BTM063_2_M,"POLYGON ((104.053 0.97504, 104.053551 0.974578, 104.053412 0.974451, 104.053246 0.974365, 104.053063 0.974324, 104.052875 0.974332, 104.053 0.97504))"
TAK052,480052_25,480052_25,TAK052_2,TAK052_2_M,"POLYGON ((101.26137 -0.05892, 101.261992 -0.059279, 101.261878 -0.059428, 101.261729 -0.059542, 101.261556 -0.059614, 101.26137 -0.059639, 101.26137 -0.05892))"
PKR539,482539_25,482539_25,PKR539_2,PKR539_2_M,"POLYGON ((102.3164 -0.06324, 102.317108 -0.063115, 102.317116 -0.063303, 102.317075 -0.063486, 102.316989 -0.063652, 102.316862 -0.063791, 102.3164 -0.06324))"
TBH588,477588_25,477588_25,TBH588_2,TBH588_2_M,"POLYGON ((103.33906 -0.10029, 103.339682 -0.100649, 103.339568 -0.100798, 103.339419 -0.100912, 103.339246 -0.100984, 103.33906 -0.101009, 103.33906 -0.10029))"
UJT515,483515_25,483515_25,UJT515_2,UJT515_2_M,"POLYGON ((100.71127 1.69221, 100.711145 1.691502, 100.710966 1.691559, 100.710808 1.691659, 100.710681 1.691798, 100.710595 1.691964, 100.71127 1.69221))"
PPN521,485521_25,485521_25,PPN521_2,PPN521_2_M,"POLYGON ((100.29669 0.85444, 100.296565 0.853732, 100.296386 0.853789, 100.296228 0.853889, 100.296101 0.854028, 100.296015 0.854194, 100.29669 0.85444))"
TPI519,58519_25,58519_25,TPI519_2,TPI519_2_M,"POLYGON ((104.46705 -0.3426, 104.467769 -0.3426, 104.467744 -0.342786, 104.467672 -0.342959, 104.467558 -0.343108, 104.467409 -0.343222, 104.46705 -0.3426))"
TAK047,480047_25,480047_25,TAK047_2,TAK047_2_M,"POLYGON ((101.34191 -0.02757, 101.342269 -0.028192, 101.342096 -0.028264, 101.34191 -0.028289, 101.341724 -0.028264, 101.341551 -0.028192, 101.34191 -0.02757))"
LSK206,70206_25,70206_25,LSK206_2,LSK206_2_M,"POLYGON ((99.84098 -0.04064, 99.840518 -0.041191, 99.840391 -0.041052, 99.840305 -0.040886, 99.840264 -0.040703, 99.840272 -0.040515, 99.84098 -0.04064))"
UJT653,483653_25,483653_25,UJT653_2,UJT653_2_M,"POLYGON ((100.30291 1.86209, 100.303585 1.861844, 100.303499 1.861678, 100.303372 1.861539, 100.303214 1.861439, 100.303035 1.861382, 100.30291 1.86209))"
PPN511,485511_25,485511_25,PPN511_2,PPN511_2_M,"POLYGON ((100.44702 0.80308, 100.447571 0.802618, 100.447432 0.802491, 100.447266 0.802405, 100.447083 0.802364, 100.446895 0.802372, 100.44702 0.80308))"
SLK152,75152_25,75152_25,SLK152_2,SLK152_2_M,"POLYGON ((101.25289 -1.55012, 101.253609 -1.55012, 101.253584 -1.550306, 101.253512 -1.550479, 101.253398 -1.550628, 101.253249 -1.550742, 101.25289 -1.55012))"
SSI343,55343_25,55343_25,SSI343_2,SSI343_2_M,"POLYGON ((102.04445 0.93089, 102.044696 0.930215, 102.044513 0.930174, 102.044325 0.930182, 102.044146 0.930239, 102.043988 0.930339, 102.04445 0.93089))"
RGT564,478564_25,478564_25,RGT564_2,RGT564_2_M,"POLYGON ((102.10668 -0.16756, 102.106617 -0.168276, 102.106434 -0.168235, 102.106268 -0.168149, 102.106129 -0.168022, 102.106029 -0.167864, 102.10668 -0.16756))"
LBB138,487138_25,487138_25,LBB138_2,LBB138_2_M,"POLYGON ((100.48974 -0.27319, 100.489615 -0.273898, 100.489436 -0.273841, 100.489278 -0.273741, 100.489151 -0.273602, 100.489065 -0.273436, 100.48974 -0.27319))"
PAR151,660151_25,660151_25,PAR151_2,PAR151_2_M,"POLYGON ((100.10458 -0.58856, 100.105202 -0.588919, 100.105088 -0.589068, 100.104939 -0.589182, 100.104766 -0.589254, 100.10458 -0.589279, 100.10458 -0.58856))"
BKT066,488066_35,488066_35,BKT066_3,BKT066_3_M,"POLYGON ((100.39671 -0.38501, 100.396464 -0.385685, 100.396298 -0.385599, 100.396159 -0.385472, 100.396059 -0.385314, 100.396002 -0.385135, 100.39671 -0.38501))"
BKT501,488501_35,488501_35,BKT501_3,BKT501_3_M,"POLYGON ((100.5548 -0.29845, 100.554178 -0.298809, 100.554106 -0.298636, 100.554081 -0.29845, 100.554106 -0.298264, 100.554178 -0.298091, 100.5548 -0.29845))"
BLS033,471033_35,471033_35,BLS033_3,BLS033_3_M,"POLYGON ((101.24241 1.25022, 101.241788 1.249861, 101.241716 1.250034, 101.241691 1.25022, 101.241716 1.250406, 101.241788 1.250579, 101.24241 1.25022))"
BLS223,45223_35,45223_35,BLS223_3,BLS223_3_M,"POLYGON ((102.43913 1.05813, 102.438579 1.058592, 102.438718 1.058719, 102.438884 1.058805, 102.439067 1.058846, 102.439255 1.058838, 102.43913 1.05813))"
TAK052,480052_35,480052_35,TAK052_3,TAK052_3_M,"POLYGON ((101.26137 -0.05892, 101.260748 -0.058561, 101.260862 -0.058412, 101.261011 -0.058298, 101.261184 -0.058226, 101.26137 -0.058201, 101.26137 -0.05892))"
UJT515,483515_35,483515_35,UJT515_3,UJT515_3_M,"POLYGON ((100.71127 1.69221, 100.710562 1.692335, 100.710619 1.692514, 100.710719 1.692672, 100.710858 1.692799, 100.711024 1.692885, 100.71127 1.69221))"
TPI519,58519_35,58519_35,TPI519_3,TPI519_3_M,"POLYGON ((104.46705 -0.3426, 104.466588 -0.343151, 104.466461 -0.343012, 104.466375 -0.342846, 104.466334 -0.342663, 104.466342 -0.342475, 104.46705 -0.3426))"
LSK206,70206_35,70206_35,LSK206_3,LSK206_3_M,"POLYGON ((99.84098 -0.04064, 99.840391 -0.040228, 99.840518 -0.040089, 99.840676 -0.039989, 99.840855 -0.039932, 99.841043 -0.039924, 99.84098 -0.04064))"
TAK047,480047_35,480047_35,TAK047_3,TAK047_3_M,"POLYGON ((101.34191 -0.02757, 101.341259 -0.027266, 101.341359 -0.027108, 101.341498 -0.026981, 101.341664 -0.026895, 101.341847 -0.026854, 101.34191 -0.02757))"
MSJ031,73031_35,73031_35,MSJ031_3,MSJ031_3_M,"POLYGON ((101.46918 -0.94519, 101.468472 -0.945065, 101.468529 -0.944886, 101.468629 -0.944728, 101.468768 -0.944601, 101.468934 -0.944515, 101.46918 -0.94519))"
UJT089,483089_35,483089_35,UJT089_3,UJT089_3_M,"POLYGON ((100.40755 1.69878, 100.406999 1.698318, 100.406899 1.698476, 100.406842 1.698655, 100.406834 1.698843, 100.406875 1.699026, 100.40755 1.69878))"
SSI227,486227_35,486227_35,SSI227_3,SSI227_3_M,"POLYGON ((101.85504 0.74652, 101.854321 0.74652, 101.854346 0.746706, 101.854418 0.746879, 101.854532 0.747028, 101.854681 0.747142, 101.85504 0.74652))"
TBH156,47156_35,47156_35,TBH156_3,TBH156_3_M,"POLYGON ((103.13241 -0.33901, 103.132051 -0.339632, 103.131902 -0.339518, 103.131788 -0.339369, 103.131716 -0.339196, 103.131691 -0.33901, 103.13241 -0.33901))"
SWL524,951524_35,951524_35,SWL524_3,SWL524_3_M,"POLYGON ((100.77599 -0.68236, 100.775315 -0.682114, 100.775401 -0.681948, 100.775528 -0.681809, 100.775686 -0.681709, 100.775865 -0.681652, 100.77599 -0.68236))"
PPN511,485511_35,485511_35,PPN511_3,PPN511_3_M,"POLYGON ((100.44702 0.80308, 100.446345 0.803326, 100.446431 0.803492, 100.446558 0.803631, 100.446716 0.803731, 100.446895 0.803788, 100.44702 0.80308))"
